Code Famille,Libellé étendu nouvelle nomenclature achat,RFD niveau 2,Type de dépenses,,,,,,,Code Famille,Principales familles utilisées au LKB
IG,TELECOMMUNICATIONS : MATERIEL ET GROS EQUIPEMENTS DE TELECOMMUNICATION,,,,,,,,,,
IG.0,TELECOMMUNICATIONS : EQUIPEMENTS DE TELEPHONIE ,,,,,,,,,,
IG.01,TELECOMMUNICATIONS : TERMINAUX DE TELEPHONIE FIXE,A2,60630000,,,21880001,23180001,,,,
IG.02,TELECOMMUNICATIONS : TERMINAUX DE TELEPHONIE MOBILE,A2,60630000,,,21880001,23180001,,,,
IG.03,"TELECOMMUNICATIONS : AUTRES TERMINAUX : TELECOPIEURS, TELEIMPRIMEURS",A2,60630000,,,21880001,23180001,,,,
IG.04,TELECOMMUNICATIONS : AUTRES EQUIPEMENTS DE TELECOMUNICATIONS,A2,60630000,61350000,61220000,21880001,23180001,,,,
IH,"TELECOMMUNICATIONS : MAINTENANCE, ENTRETIEN ET REPARATION DES EQUIPEMENTS",,,,,,,,,,
IH.0,"TELECOMMUNICATIONS : MAINTENANCE, ENTRETIEN ET REPARATION DES EQUIPEMENTS",,,,,,,,,,
IH.01,MAINTENANCE ET REPARATION DES EQUIPEMENTS DE TELEPHONIE,A2,61550000,,,21880001,,,,,
IH.02,MAINTENANCE ET REPARATION DES POSTES TELEPHONIQUES D'USAGERS ET AUTRES TERMINAUX,A2,61550000,,,21880001,,,,,
IH.03,MAINTENANCE ET REPARATION DES AUTRES EQUIPEMENTS DE TELECOMUNICATIONS,A2,61550000,,,21880001,,,,,
II,TELECOMMUNICATIONS : SERVICES,,,,,,,,,,
II.0,TELECOMMUNICATIONS : ABONNEMENTS ET CONSOMMATIONS DE TELEPHONIE,,,,,,,,,,
II.01,"TELECOM : CONSOMMATIONS, ABONNEMENTS, RACCORDEMENTS TELEPHONIE FILAIRE",A1,62620000,,,,,,,,
II.02,"TELECOM : CONSOMMATIONS, ABONNEMENTS TELEPHONIE MOBILE (VOIX ET DATA)",A1,62620000,,,,,,,,
II.03,"TELECOM : LIAISONS SPECIALISEES (FIBRES OPTIQUES, NOIRES, LIAISONS LOUEES...)",A1,62630000,,,,,,,,
II.04,"TELECOMMUNICATIONS : CONSOMMATIONS, ABONNEMENTS LIAISONS IRIDIUM",A1,62630000,,,,,,,,
II.05,TELECOMMUNICATIONS : PRESTATIONS DE REPRISE ET REINTEGRATION DES DONNEES,A1,62260000,,,,,,,,
II.1,TELECOMMUNICATIONS : AUTRES SERVICES EN TELECOMMUNICATIONS,,,,,,,,,,
II.11,TELECOMMUNICATIONS : INSTALLATION ET MONTAGE DE MATERIEL DE TELEPHONIE ,A2,62880000,,,,,,,,
II.12,TELECOMMUNICATIONS : MISE EN PLACE DE PLATE-FORMES TELEPHONIQUES,A2,62880000,,,,,,,,
II.13,TELECOMMUNICATIONS : SERVICES DE CONSEIL / AMO EN TELECOMMUNICATION ,A1,62260000,,,,,,,,
J,AMENAGEMENT DE LABORATOIRE ET DE SALLE DE TP,,,,,,,,,,
JA,AMENAGEMENT ET MOBILIER DE LABORATOIRE ET DE SALLE DE TP,,,,,,,,,,
JA.0,MOBILIER DE LABORATOIRE ET DE SALLE DE TP,,,,,,,,,,
JA.01,"ARMOIRES SIMPLES, RANGEMENTS, CHAISES ET CHARIOTS DE LABORATOIRE",B04,60630000,,,21840001,,,,,
JA.02,PAILLASSES DE LABORATOIRE,B04,60670000,,,21540001,,,,,
JA.03,CLOISONS DE SALLE BLANCHE,B04,,,,,23130001,,,,
JA.1,TRAITEMENT DE L'AIR AMBIANT ET DE L'EAU,,,,,,,,,,
JA.11,"TRAITEMENT DE L'AIR : EQUIPEMENTS DE PURIFICATION DE L'AIR (SALLE BLANCHE,…)",B04,60670000,61350000,,21540001,23150001,,,,
JA.12,TRAITEMENT DE L'AIR : CONSOMMABLES ET PIECES DETACHEES DEDIES AUX EQUIPEMENTS,B04,60670000,,,,,,,,
JA.13,TRAITEMENT DE L'EAU : MATERIEL DE PURIFICATION D'EAU ET ACCESSOIRES,B04,60670000,,,21540001,23150001,,,,
JA.14,TRAITEMENT DE L'EAU : CONSOMMABLES ET PIECES DETACHEES,B02,60670000,,,,,,,,
JB,REPARATION ET MAINTENANCE DES EQUIPEMENTS DE TRAITEMENT DE L'AIR ET DE L'EAU,,,,,,,,,,
JB.0,REPARATION ET MAINTENANCE DES EQUIPEMENTS DE TRAITEMENT DE L'AIR AMBIANT,,,,,,,,,,
JB.01,"TRAITEMENT DE L'AIR : REPARATION ET MAINTENANCE EQUIPEMENTS (SALLE BLANCHE,…)",B04,61550000,,,21540001,,,,,
JB.1,REPARATION ET MAINTENANCE DES EQUIPEMENTS DE TRAITEMENT DE L'EAU,,,,,,,,,,
JB.11,"TRAITEMENT DE L'EAU : REPARATION ET MAINTENANCE DES EQUIPEMENTS (OSMOSEURS,…)",B04,61550000,,,21540001,,,,,
K,ELEVAGE ANIMAL - EXPERIMENTATION ANIMALE - ETUDE DES ANIMAUX,,,,,,,,,,
KA,ANIMAUX,,,,,,,,,,
KA.0,RONGEURS ET AUTRES PETITS MAMMIFERES DE LABORATOIRE,,,,,,,,,,
KA.01,RATS ET LIGNEES ENTRETENUES DE RATS,B01,60688000,61350000,,,,,,,
KA.02,SOURIS ET LIGNEES ENTRETENUES DE SOURIS,B01,60688000,61350000,,,,,,,
KA.03,COBAYES ET LIGNEES ENTRETENUES DE COBAYES,B01,60688000,61350000,,,,,,,
KA.04,LAPINS ET LIGNEES ENTRETENUES DE LAPINS,B01,60688000,61350000,,,,,,,
KA.05,"AUTRES RONGEURS ET PETITS MAMMIFERES (CHIENS, CHATS,…)",B01,60688000,61350000,,,,,,,
KA.1,MOYENS ET GROS MAMMIFERES DE LABORATOIRE,,,,,,,,,,
KA.11,PRIMATES ET LIGNEES ENTRETENUES DE PRIMATES,B01,60688000,61350000,,,,,,,
KA.12,BOVINS ET LIGNEES ENTRETENUES DE BOVINS,B01,60688000,61350000,,,,,,,
KA.13,"OVINS, CAPRINS ET LIGNEES ENTRETENUES D'OVINS ET CAPRINS",B01,60688000,61350000,,,,,,,
KA.14,PORCINS ET LIGNEES ENTRETENUES DE PORCINS,B01,60688000,61350000,,,,,,,
KA.15,AUTRES GROS MAMMIFERES (EQUIDES…),B01,60688000,61350000,,,,,,,
KA.2,"OISEAUX (VOLAILLES, ŒUFS, AUTRES OISEAUX) DE LABORATOIRE",,,,,,,,,,
KA.21,VOLAILLES ET LIGNEES ENTRETENUES DE VOLAILLES,B01,60688000,,,,,,,,
KA.22,ŒUFS D'OISEAUX,B01,60688000,,,,,,,,
KA.23,AUTRES OISEAUX QUE VOLAILLES,B01,60688000,61350000,,,,,,,
KA.3,AUTRES ANIMAUX DE LABORATOIRE,,,,,,,,,,
KA.31,AMPHIBIENS ET LIGNEES ENTRETENUES D'AMPHIBIENS,B01,60688000,,,,,,,,
KA.32,POISSONS ET LIGNEES ENTRETENUES DE POISSONS,B01,60688000,,,,,,,,
KA.33,"INSECTES, ARACHNIDES ET LIGNEES ENTRETENUES D'INSECTES ET ARACHNIDES",B01,60688000,,,,,,,,
KA.34,"AUTRES ANIMAUX (CRUSTACES, MOLLUSQUES, REPTILES…)",B01,60688000,,,,,,,,
KA.4,ANIMAUX SANS FINALITE SCIENTIFIQUE,,,,,,,,,,
KA.41,"ANIMAUX SANS FINALITE EXPERIMENTALE (CHEVAUX D'EQUITATION,…)",A4,,,,,,,,,
KB,ALIMENTATION POUR ANIMAUX,,,,,,,,,,
KB.0,ALIMENTS POUR RONGEURS ET PETITS MAMMIFERES,,,,,,,,,,
KB.01,ALIMENTS NON COMPOSES POUR RONGEURS ET PETITS MAMMIFERES,B01,60688000,,,,,,,,
KB.02,ALIMENTS COMPOSES POUR RONGEURS ET PETITS MAMMIFERES,B01,60688000,,,,,,,,
KB.03,COMPLEMENTS VITAMINIQUES ET OLIGO-ELEMENTS POUR RONGEURS ET PETITS MAMMIFERES,B01,60688000,,,,,,,,
KB.1,"ALIMENTS COMPOSES, CONDITIONNES OU TRANSFORMES POUR GROS MAMMIFERES ET OISEAUX",,,,,,,,,,
KB.11,"ALIMENTS ORIG. ANIMALE COMPOS., CONDITION. OU TRANSF. PR GROS MAMMIF. ET OISEAUX",B01,60688000,,,,,,,,
KB.12,"ALIMENTS VEGETAUX COMPOSES, CONDITIONNES OU TRANSF. PR GROS MAMMIF. ET OISEAUX",B01,60688000,,,,,,,,
KB.13,COMPLEMENTS ALIMENTAIRES POUR GROS MAMMIFERES ET OISEAUX,B01,60688000,,,,,,,,
KB.2,ALIMENTS NON TRANSFORMES POUR GROS MAMMIFERES ET OISEAUX,,,,,,,,,,
KB.21,ALIMENTS POUR PRIMATES,B01,60688000,,,,,,,,
KB.22,"ALIMENTS RECOLTES POUR GROS MAMMIFERES ET OISEAUX (GRAIN, FOURRAGE,...)",B01,60688000,,,,,,,,
KB.3,ALIMENTS POUR AUTRES ANIMAUX,,,,,,,,,,
KB.31,"ALIMENTS POUR AUTRES ANIMAUX (POISSONS, BATRACIENS, ETC.)",B01,60688000,,,,,,,,
KB.4,MATIERES PREMIERES POUR LA FABRICATION D'ALIMENTS POUR ANIMAUX,,,,,,,,,,
KB.41,MATIERES PREMIERES POUR LA FABRICATION D'ALIMENTS POUR ANIMAUX,B01,60688000,,,,,,,,
KC,EQUIPEMENTS ET CONSOMMABLES POUR MILIEUX D'ELEVAGE ET L'ETUDE DES ANIMAUX,,,,,,,,,,
KC.0,EQUIPEMENTS ET CONSOMMABLES D'IDENTIFICATION DES ANIMAUX (MARQUAGE),,,,,,,,,,
KC.01,EQUIPEMENTS ET CONSOMMABLES D'IDENTIFICATION DES ANIMAUX (MARQUAGE),B01,60670000,61350000,,21540001,,,,,
KC.1,EQUIPEMENTS DE CONTENTION EN ANIMALERIE ET MILIEU D'ELEVAGE,,,,,,,,,,
KC.11,EQUIPEMENTS DE CONTENTION (CAGES...) ET ACCESSOIRES D'ANIMALERIE,B01,60670000,61350000,,21540001,23150001,,,,
KC.12,EQUIPEMENTS DE CONTENTION DES GROS MAMMIFERES,B01,60670000,61350000,,21540001,23150001,,,,
KC.13,"EQUIPEMENTS DE CONTENTION DES POISSONS, REPTILES ET BATRACIENS",B01,60670000,61350000,,21540001,23150001,,,,
KC.2,EQUIPEMENTS ET CONSOMMABLES D'HYGIENE ET DE SOINS DES ANIMAUX,,,,,,,,,,
KC.21,LITIERE,B01,60688000,,,,,,,,
KC.22,MATERIEL DE LAVAGE ET DESINFECTION DES ANIMALERIES ET LIEUX D'ELEVAGE,B01,60670000,61350000,61220000,21540001,23150001,,,,
KC.23,"MATERIELS, CONSOM. ET PROD. VETERINAIRES PR L'ENTRETIEN ET LE SOIN DES ANIMAUX",B01,60688000,61350000,61220000,21540001,23150001,,,,
KC.24,PRODUITS D'ANALYSES SANITAIRES,B01,60688000,,,,,,,,
KC.3,"EQUIPEMENTS POUR LA PREPARATION, LA DISTRIBUTION ET LA CONSERVATION D'ALIMENTS",,,,,,,,,,
KC.31,MATERIEL POUR LA PREPARATION ET LA DISTRIBUTION D'ALIMENTS,B01,60670000,61350000,61220000,21540001,23150001,,,,
KC.32,MATERIEL POUR LA CONSERVATION D'ALIMENTS,B01,60670000,61350000,61220000,21540001,23150001,,,,
KC.4,EQUIPEMENTS ET CONSOMMABLES POUR L'EXPLOITATION ANIMALE,,,,,,,,,,
KC.41,VETEMENTS ET EQUIPEMENTS POUR L'EQUITATION,B01,60670000,61350000,61220000,21540001,23150001,,,,
KC.42,"MATERIELS ET CONSOMMABLES DE TRAITE, ABATTAGE, CRIBLAGE…",B01,60670000,61350000,61220000,21540001,23150001,,,,
KC.5,EQUIPEMENTS ET CONSOMMABLES POUR L'ETUDE DES ANIMAUX,,,,,,,,,,
KC.51,MATERIELS ET CONSOMMABLES POUR L'ETUDE DU COMPORTEMENT ANIMAL,B01,60670000,61350000,61220000,21540001,23150001,,,,
KD,"EXPERIMENTATION ANIMALE : MOLECULES, PRODUITS ET CONSOMMABLES DE SOIN",,,,,,,,,,
KD.0,PREPARATIONS PHARMACEUTIQUES POUR EXPERIMENTATION ANIMALE,,,,,,,,,,
KD.01,SUBSTANCES ACTIVES MEDICAMENTEUSES VETERINAIRES NATURELLES,B01,60670000,,,,,,,,
KD.02,SUBSTANCES ACTIVES MEDICAMENTEUSES VETERINAIRES SYNTHETIQUES,B01,60670000,,,,,,,,
KD.03,EXCIPIENTS VETERINAIRES D'ORIGINE NATURELLE,B01,60670000,,,,,,,,
KD.04,EXCIPIENTS VETERINAIRES D'ORIGINE SYNTHETIQUE,B01,60670000,,,,,,,,
KD.05,MEDICAMENTS ET PREPARATIONS MEDICAMENTEUSES A DESTINATION ANIMALE,B01,60670000,,,,,,,,
KD.1,VACCINS POUR EXPERIMENTATION ANIMALE,,,,,,,,,,
KD.11,VACCINS POUR EXPERIMENTATION ANIMALE,B01,60670000,,,,,,,,
KD.12,ADDITIFS POUR VACCINS POUR EXPERIMENTATION ANIMALE,B01,60670000,,,,,,,,
KD.2,PETITES FOURNITURES PRODUITS ET CONSOMMABLES DE SOINS POUR EXPERIMENTATION ANIMALE,,,,,,,,,,
KD.21,CONSOMMABLES ET PRODUITS DE SOINS POUR EXPERIMENTATION ANIMALE,B01,60670000,,,,,,,,
KE,MATERIELS ET CONSOMMABLES DE LABORATOIRE D'EXPERIMENTATION ANIMALE,,,,,,,,,,
KE.0,MATERIELS ET CONSOMMABLES POUR L'IMAGERIE ANIMALE,,,,,,,,,,
KE.01,EQUIPEMENTS D'IMAGERIE ANIMALE,B01,60670000,61350000,61220000,21540001,23150001,,,,
KE.02,CONSOMMABLES D'IMAGERIE ANIMALE,B01,60670000,,,,,,,,
KE.1,MATERIELS ET CONSOMMABLES D'ANESTHESIE ET TECHNIQUES OPERATOIRES,,,,,,,,,,
KE.11,MATERIELS D'ANESTHESIE,B01,60670000,61350000,61220000,21540001,23150001,,,,
KE.12,MATERIELS CHIRUGICAUX ET DE TECHNIQUES OPERATOIRES ANIMALES,B01,60670000,61350000,61220000,21540001,23150001,,,,
KE.13,CONSOMMABLES D'ANESTHESIE ET DE TECHNIQUES OPERATOIRES ANIMALES,B01,60670000,,,,,,,,
KE.2,MATERIELS ET CONSOMMABLES D'INVESTIGATION ANIMALE,,,,,,,,,,
KE.21,"MATERIELS CARDIOVASCULAIRES, RENAUX ET RESPIRATOIRES",B01,60670000,61350000,61220000,21540001,23150001,,,,
KE.22,CONSOMMABLES POUR EQUIPEMENTS D'EXPERIMENTATION ANIMALE,B01,60670000,61350000,61220000,21540001,23150001,,,,
KE.23,AUTRES EQUIPEMENTS D'INVESTIGATION ANIMALE,B01,60670000,,,,,,,,
KE.3,AUTRES MATERIELS ET CONSOMMABLES D'EXPERIMENTATION ANIMALE,,,,,,,,,,
KE.31,AUTRES EQUIPEMENTS ET CONSOMMABLES D'EXPERIMENTATION ANIMALE,B01,60670000,61350000,61220000,21540001,23150001,,,,
KE.4,EQUIPEMENTS ET CONSOMMABLES POUR L'EXPLOITATION ANIMALE,,,,,,,,,,
KE.41,EQUIPEMENTS ET CONSOMMABLES POUR L'EXPLOITATION ANIMALE,B01,60670000,61350000,61220000,21540001,23150001,,,,
KE.5,EQUIPEMENTS ET CONSOMMABLES POUR L'ETUDE DES ANIMAUX,,,,,,,,,,
KE.51,MATERIELS ET CONSOMMABLES POUR L'ETUDE DU COMPORTEMENT ANIMAL,B01,60670000,61350000,61220000,21540001,23150001,,,,
KF,ELEVAGE ET EXPERIMENTATION ANIMALE : MAINTENANCE ET REPARATION DES EQUIPEMENTS,,,,,,,,,,
KF.0,MAINTENANCE ET REPARATION DU MATERIEL D'ELEVAGE ANIMAL ET ETUDE DES ANIMAUX,,,,,,,,,,
KF.01,MAINTENANCE REPAR. CONTRÔLE MATERIEL DE DESINFECT. ET LAVAGE DES ANIMALERIES,B01,61550000,,,21540001,,,,,
KF.02,MAINTENANCE ET REPARATION DES AUTRES EQUIPEMENTS D'ELEVAGE ANIMAL,B01,61550000,,,21540001,,,,,
KF.03,MAINTENANCE ET REPARATION DES MATERIELS POUR L'ETUDE DES ANIMAUX,B01,61550000,,,21540001,,,,,
KF.1,MAINTENANCE ET REPARATION DES EQUIPEMENTS D'EXPERIMENTATION ANIMALE,,,,,,,,,,
KF.11,MAINTENANCE ET REPARATION DES MATERIELS D'IMAGERIE ANIMALE,B01,61550000,,,21540001,,,,,
KF.12,MAINTENANCE ET REPARATION DES MATERIELS D'ANESTHESIE ET DE TECHNIQ. OPERATOIRES,B01,61550000,,,21540001,,,,,
KF.13,MAINTENANCE ET REPARATION DES MATERIELS D'INVESTIGATION ANIMALE,B01,61550000,,,21540001,,,,,
KF.14,MAINTENANCE ET REPARATION DES AUTRES MATERIELS D'EXPERIMENTATION ANIMALE,B01,61550000,,,21540001,,,,,
KG,ELEVAGE ET EXPERIMENTATION ANIMALE : SERVICES,,,,,,,,,,
KG.0,ELEVAGE : SERVICES RELATIFS A L'ELEVAGE DES ANIMAUX,,,,,,,,,,
KG.01,SERVICES D'EXTERNALISATION DE LA GESTION D'UNE ANIMALERIE,B01,62880000,,,,,,,,
KG.02,CONTROLES SANITAIRES VETERINAIRES,B01,62880000,,,,,,,,
KG.03,SERVICES RELATIFS A LA REPRODUCTION DES ANIMAUX,B01,62880000,,,,,,,,
KG.04,AUTRES SERVICES VETERINAIRES,B01,62880000,,,,,,,,
KG.05,AUTRES SERVICES RELATIFS A L'ELEVAGE DES ANIMAUX,B01,62880000,,,,,,,,
KG.1,EXPERIMENTATION ANIMALE : SERVICES SPECIALISES,,,,,,,,,,
KG.11,SERVICES D'IMAGERIE ANIMALE,B01,62880000,,,,,,,,
KG.12,AUTRES SERVICES D'EXPERIMENTATION ANIMALE,B01,61700000,,,,,,,,
L,MEDICAL,,,,,,,,,,
LA,MEDICAL : MEDICAMENTS ET VACCINS,,,,,,,,,,
LA.0,MEDICAL : MEDICAMENTS,,,,,,,,,,
LA.01,SUBSTANCES ACTIVES MEDICAMENTEUSES NATURELLES,B03,60670000,,,,,,,,
LA.02,SUBSTANCES ACTIVES MEDICAMENTEUSES SYNTHETIQUES,B03,60670000,,,,,,,,
LA.03,EXCIPIENTS D'ORIGINE NATURELLE,B03,60670000,,,,,,,,
LA.04,EXCIPIENTS D'ORIGINE SYNTHETIQUE,B03,60670000,,,,,,,,
LA.05,MEDICAMENTS ET PREPARATIONS MEDICAMENTEUSES,B03,60670000,,,,,,,,
LA.1,MEDICAL : VACCINS,,,,,,,,,,
LA.11,VACCINS,B03,60670000,,,,,,,,
LA.12,ADDITIFS POUR VACCINS,B03,60670000,,,,,,,,
LB,MEDICAL : EQUIPEMENTS ET CONSOMMABLES,,,,,,,,,,
LB.0,"MEDICAL : EQUIPEMENTS, PRODUITS ET CONSOMMABLES DE SOINS MEDICAUX",,,,,,,,,,
LB.01,"EQUIPEMENTS DE CABINETS MEDICAUX, Y COMPRIS POUR MEDECINE DU TRAVAIL",F1,60670000,61350000,61220000,21540001,23150001,,,,
LB.02,"PETIT MATERIEL POUR CABINETS MEDICAUX, Y COMPRIS POUR MEDECINE DU TRAVAIL",F1,60670000,61350000,61220000,21540001,23150001,,,,
LB.03,PRODUITS ET CONSOMMABLES DE SOINS MEDICAUX,F1,60670000,,,,,,,,
LB.1,MEDICAL : IMAGERIE MEDICALE,,,,,,,,,,
LB.11,"EQUIPEMENTS D'IMAGERIE MEDICALE (IRM, SCANNER,...)",B05,60670000,61350000,61220000,21540001,23150001,,,,
LB.12,CONSOMMABLES POUR LES EQUIPEMENTS D'IMAGERIE MEDICALE,B02,60670000,,,,,,,,
LB.2,MEDICAL : ANESTHESIES ET TECHNIQUES OPERATOIRES,,,,,,,,,,
LB.21,EQUIPEMENTS D'ANESTHESIE ET DE TECHNIQUES OPERATOIRES,B05,60670000,,,21540001,,,,,
LB.22,CONSOMMABLES D'ANESTHESIE ET DE TECHNIQUES OPERATOIRES,B02,60670000,,,,,,,,
LB.3,MEDICAL : INVESTIGATIONS CLINIQUES,,,,,,,,,,
LB.31,"MATERIEL D'INVESTIGATION CARDIOVASCUL., RENALE ET RESPIRAT.",B05,60670000,61350000,61220000,21540001,23150001,,,,
LB.32,AUTRES EQUIPEMENTS D'INVESTIGATION CLINIQUE,B05,60670000,61350000,61220000,21540001,23150001,,,,
LB.33,CONSOMMABLES ET REACTIFS D'INVESTIGATION CLINIQUE,B02,60670000,,,,,,,,
LB.4,MEDICAL : AUTOMATES D'ANALYSES MEDICALES,,,,,,,,,,
LB.41,AUTOMATES D'ANALYSES MEDICALES,B05,60670000,,,21540001,,,,,
LB.42,CONSOMMABLES POUR AUTOMATES D'ANALYSES MEDICALES,B02,60670000,,,,,,,,
LB.5,MEDICAL : ODONTOLOGIE,,,,,,,,,,
LB.51,PETITS MATERIELS POUR ODONTOLOGIE,B02,60670000,,,,,,,,
LB.52,PRODUITS ET CONSOMMABLES  POUR ODONTOLOGIE,B02,60670000,,,,,,,,
LB.53,EQUIPEMENTS D'IMAGERIE  POUR ODONTOLOGIE,B03,60670000,61350000,61220000,21540001,23150001,,,,
LB.54,CONSOMMABLES D'IMAGERIE POUR ODONTOLOGIE,B02,60670000,,,,,,,,
LB.6,MEDICAL : OPTIQUE ET OPHTALMOLOGIE,,,,,,,,,,
LB.61,"FOURNITURES OPTIQUES (VERRES, LUNETTES,…)",B02,60670000,,,,,,,,
LB.62,MATERIELS D'OPHTALMOLOGIE,B05,60670000,61350000,61220000,21540001,23150001,,,,
LC,MEDICAL : MAINTENANCE ET REPARATION DES EQUIPEMENTS MEDICAUX,,,,,,,,,,
LC.0,MEDICAL : MAINTENANCE ET REPARATION DES EQUIPEMENTS MEDICAUX,,,,,,,,,,
LC.01,"MAINTENANCE ET REPARATION DES EQUIPEMENTS D'IMAGERIE MEDICALE (IRM,…)",B05,61550000,,,21540001,,,,,
LC.02,MAINTENANCE ET REPARATION DU MATERIEL D'ANESTHESIE ET DE TECH. OPERATOIRES,B05,61550000,,,21540001,,,,,
LC.03,MAINTENANCE ET REPARATION DES EQUIPEMENTS D'INVESTIGATION CLINIQUE,B05,61550000,,,21540001,,,,,
LC.04,MAINTENANCE ET REPARATION DES EQUIPEMENTS DE BIOCHIMIE CLINIQUE,B05,61550000,,,21540001,,,,,
LC.05,MAINTENANCE ET REPARATION DES EQUIPEMENTS D'ODONTOLOGIE,B05,61550000,,,21540001,,,,,
LC.06,MAINTENANCE ET REPARATION DES MATERIELS D'OPHTALMOLOGIE,B05,61550000,,,21540001,,,,,
LD,MEDICAL : SERVICES,,,,,,,,,,
LD.0,MEDICAL : SERVICES D'ETUDES A CARACTERE MEDICAL,,,,,,,,,,
LD.01,SERVICES DE CONDUITE D'ESSAIS CLINIQUES (PHASES I A IV),B03,61700000,,,,,,,,
LD.02,"SERV. DE COND. D'ETUDES ET D'ENQUÊTES D'EPIDEMIO., SANTE PUBL. ET SOCIOL MEDIC.",B03,61700000,,,,,,,,
LD.03,"SERV. DE COND. D'ETUDES A CARACTERE MEDICAL, HORS ESSAIS CLINIQUES ET ENQUÊTES",B03,61700000,,,,,,,,
LD.1,MEDICAL : SERVICES D'IMAGERIE MEDICALE,,,,,,,,,,
LD.11,SERVICES D'IRM,B03,62880000,,,,,,,,
LD.12,AUTRES SERVICES D'IMAGERIE MEDICALE,B03,62880000,,,,,,,,
LD.2,MEDICAL : SERVICES D'ANALYSES MEDICALES,,,,,,,,,,
LD.21,SERVICES D'ANALYSES SANGUINES,B03,62880000,,,,,,,,
LD.22,AUTRES SERVICES D'ANALYSE MEDICALE,B03,62880000,,,,,,,,
LD.3,MEDICAL : AUTRES SERVICES MEDICAUX,,,,,,,,,,
LD.31,AUTRES SERVICES MEDICAUX,B03,62880000,,,,,,,,
M,MICROSCOPIE - PROFILOMETRIE,,,,,,,,,,
MA,"MICROSCOPIE - PROFILOMETRIE : MATERIEL, ACCESSOIRES ET CONSOMMABLES",,,,,,,,,,
MA.0,MICROSCOPIE : MATERIEL ET CONSOMMABLES POUR PREPARATION D'ECHANTILLONS POUR MICROSCOPIE,,,,,,,,,,
MA.01,MATERIEL DE PREPARATION D'ECHANTILLONS POUR MICROSCOPIE,B02,60670000,,,21540001,,,,,
MA.02,CONSOMMABLES POUR LA PREPARATION D'ECHANTILLONS (HORS LAMES),B02,60670000,,,,,,,,
MA.1,"MICROSCOPIE A CHAMP PROCHE ET PROFILOMETRIE A CONTACT : EQUIPEMENTS, ACCESSOIRES ET CONSOMMABLES SPECIFIQUES",,,,,,,,,,
MA.11,"MICROSCOPES A CHAMP PROCHE (AFM, SPM, SNOM, ELECTROCHIMIQUES…)",B05,,,,21540001,23150001,,,,
MA.12,PROFILOMETRES A CONTACT,B05,,,,21540001,23150001,,,,
MA.13,POINTES ET AUTRES CONSOMMABLES POUR MICROSCOPES A CHAMP PROCHE,B05,60670000,,,,,,,,
MA.14,MICROSCOPIE A CHAMP PROCHE : AUTRE MATERIEL ET PIECES DETACHEES,B05,60670000,,,21540001,23150001,,,,
MA.15,MICROSCOPIE A CHAMP PROCHE : ELECTRONIQUE DE REMPLACEMENT,B05,60670000,,,21540001,23150001,,,,
MA.2,"MICROSCOPIE ELECTRONIQUE ET IONIQUE : EQUIPEMENTS, ACCESSOIRES ET CONSOMMABLES SPECIFIQUES",,,,,,,,,,
MA.21,MICROSCOPES ELECTRONIQUES ET IONIQUES,B05,,61350000,61220000,21540001,23150001,,,,
MA.22,MICROSCOPIE ELECTRONIQUE ET IONIQUE : DETECTEURS SPECIFIQUES,B05,,,,21540001,23150001,,,,
MA.23,MICROSCOPIE ELECTRONIQUE ET IONIQUE : CAMERAS,B05,,,,21540001,23150001,,,,
MA.24,MICROSCOPIE ELECTRONIQUE ET IONIQUE : AUTRE MATERIEL ET PIECES DETAC. HORS N1,B05,60670000,,,21540001,23150001,,,,
MA.25,MICROSCOPIE ELECTRONIQUE ET IONIQUE : ELECTRONIQUE DE REMPLACEMENT,B05,60670000,,,21540001,23150001,,,,
MA.3,"MICROSCOPIE ACOUSTIQUE : EQUIPEMENTS, ACCESSOIRES ET CONSOMMABLES SPECIFIQUES",,,,,,,,,,
MA.31,SYSTÈMES DE MICROSCOPIE ACOUSTIQUE,B05,,61350000,61220000,21540001,23150001,,,,
MA.32,"MICROSCOPIE ACOUSTIQUE : ACCESSOIRES, CONSOMMABLES ET PIECES DETACHEES",B05,60670000,61350000,61220000,21540001,23150001,,,,
MA.33,MICROSCOPIE ACOUSTIQUE : ELECTRONIQUE DE REMPLACEMENT,B05,60670000,,,21540001,23150001,,,,
MA.4,"MICROSCOPIE ET PROFILOMETRIE OPTIQUE : EQUIPEMENTS, ACCESSOIRES ET CONSOMMABLES SPECIFIQUES",,,,,,,,,,
MA.41,MICROSCOPIE A ANGLE DE BREWSTER : EQUIPEMENTS ET ACCESSOIRES,B05,60670000,61350000,61220000,21540001,23150001,,,,
MA.42,PROFILOMETRES OPTIQUES,B05,,61350000,61220000,21540001,23150001,,,,
MA.43,MICROSCOPIE PHOTONIQUE ET DE FLUORESCENCE : LOUPES ET STEREOMICROSCOPES,B05,60670000,61350000,61220000,21540001,23150001,,,,
MA.44,MICROSCOPES PHOTONIQUES ET DE FLUORESCENCE,B05,,61350000,61220000,21540001,23150001,,,,
MA.45,LAMPES POUR MICROSCOPES PHOTONIQUES ET DE FLUORESCENCE,B05,60670000,,,,,,,,
MA.46,MICROSCOPIE OPTIQUE : AUTRE MATERIEL ET PIECES DETACHEES HORS O0,B05,60670000,61350000,61220000,21540001,23150001,,,,
MA.47,"AUTRES MICROSCOPES OPTIQUES (MAGNETO-OPTIQUES, A EMISSION DE LUMIERE…)",B05,,61350000,61220000,21540001,23150001,,,,
